,Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
5858,09.11.04,20:00:00,4.7,16.5,-200,8.8,76.6,,
5266,16.10.04,12:00:00,-200.0,7.0,-200,20.3,41.3,,
8885,15.03.05,20:00:00,7.4,33.5,248,16.4,41.9,,
9253,31.03.05,14:00:00,0.9,3.1,91,22.6,33.2,,
3377,29.07.04,16:00:00,-200.0,11.7,129,38.5,16.5,,
4476,13.09.04,0:00:00,-200.0,7.2,-200,23.0,63.3,,
5480,25.10.04,2:00:00,0.9,4.4,44,16.5,75.5,,
6196,23.11.04,18:00:00,10.2,49.5,227,13.2,72.6,,
1138,27.04.04,4:00:00,-200.0,2.5,49,14.7,49.9,177.1647379,207.6991564
5200,13.10.04,10:00:00,1.2,5.3,72,16.5,49.9,,
883,16.04.04,21:00:00,3.4,12.5,117,13.5,79.4,129.763134,166.9171358
2179,09.06.04,13:00:00,2.8,18.0,167,39.5,18.3,,
8538,01.03.05,23:00:00,1.1,2.5,110,0.3,31.9,,
266,21.03.04,0:00:00,2.8,10.6,107,15.7,58.6,25.68937079,57.61349956
1758,23.05.04,5:00:00,0.3,2.1,37,17.7,56.0,118.8079076,67.89121192
1572,15.05.04,1:00:00,1.2,5.7,81,18.0,40.5,117.9484277,65.43209076
6424,03.12.04,0:00:00,3.2,13.1,102,14.1,81.4,,
4993,04.10.04,12:00:00,-200.0,22.1,-200,25.8,44.7,,
7186,04.01.05,9:00:00,3.6,-200.0,170,-200.0,-200.0,,
8654,06.03.05,9:00:00,0.7,1.5,79,7.3,48.7,,
6649,12.12.04,13:00:00,3.2,13.7,156,15.1,37.4,,
453,29.03.04,11:00:00,1.5,5.8,98,15.6,30.1,86.539477,119.3053082
325,24.03.04,0:00:00,1.2,4.9,85,11.1,62.2,70.89793955,120.67382659999998
8759,10.03.05,12:00:00,2.3,10.6,161,17.4,33.2,,
8937,18.03.05,3:00:00,0.9,3.2,117,8.9,63.5,,
5889,11.11.04,4:00:00,1.1,5.4,74,7.6,81.2,,
3673,10.08.04,11:00:00,2.2,12.7,95,36.5,28.9,,
3277,25.07.04,14:00:00,0.7,2.5,44,29.8,38.6,,
977,20.04.04,21:00:00,-200.0,12.3,-200,16.8,50.4,181.7396678,209.9598879
3315,26.07.04,8:00:00,-200.0,9.7,109,27.9,42.7,,
8444,25.02.05,18:00:00,2.8,12.1,177,10.2,43.1,,
654,07.04.04,3:00:00,0.3,0.7,-200,16.1,42.4,133.31693810000002,154.7614304
6155,22.11.04,0:00:00,0.3,5.0,116,5.6,48.0,,
4660,20.09.04,19:00:00,6.5,34.9,225,28.1,32.4,,
8763,10.03.05,20:00:00,5.4,23.8,245,12.8,22.8,,
7162,03.01.05,1:00:00,3.4,-200.0,158,-200.0,-200.0,,
8782,11.03.05,15:00:00,1.7,12.3,180,19.3,29.9,,
6881,22.12.04,13:00:00,1.9,8.5,128,10.3,32.6,,
5576,29.10.04,1:00:00,0.8,2.9,50,18.2,74.7,,
324,24.03.04,1:00:00,1.1,4.6,79,10.8,62.5,82.51461792,101.2290304
5948,13.11.04,17:00:00,2.1,9.0,128,19.2,49.6,,
1705,20.05.04,17:00:00,3.5,21.7,148,31.2,20.3,118.77927379999998,60.326805900000004
8678,07.03.05,12:00:00,1.3,4.4,155,10.6,25.3,,
8471,26.02.05,1:00:00,2.1,6.8,145,4.0,69.8,,
3223,23.07.04,3:00:00,0.9,5.5,-200,24.8,48.5,,
4510,14.09.04,15:00:00,-200.0,13.7,-200,29.9,45.6,,
8748,10.03.05,23:00:00,1.4,4.9,151,8.3,38.2,,
5622,31.10.04,6:00:00,0.4,1.2,31,18.1,79.0,,
9109,25.03.05,11:00:00,1.6,9.5,117,20.4,50.5,,
8463,26.02.05,14:00:00,2.9,4.5,118,9.8,44.1,,
7851,31.01.05,18:00:00,6.1,27.4,270,10.4,24.7,,
3763,14.08.04,11:00:00,1.0,4.0,57,35.0,29.0,,
1088,25.04.04,6:00:00,0.5,1.1,37,12.8,49.3,182.6759414,203.65439650000002
3906,20.08.04,21:00:00,-200.0,6.8,-200,28.2,49.8,,
3775,15.08.04,14:00:00,0.4,2.6,14,36.3,18.4,,
8194,15.02.05,1:00:00,0.8,2.2,76,8.5,30.4,,
1200,29.04.04,15:00:00,4.4,23.1,138,21.7,44.0,53.06903126,127.78272890000001
150,17.03.04,5:00:00,0.5,1.6,40,11.8,58.0,33.31724676,52.3470406
2608,27.06.04,8:00:00,1.0,6.2,60,24.7,47.6,,
3767,14.08.04,18:00:00,0.9,5.1,56,35.2,32.1,,
7815,30.01.05,14:00:00,0.9,1.6,95,8.2,30.1,,
4194,01.09.04,0:00:00,1.9,9.5,96,23.7,55.4,,
7664,24.01.05,22:00:00,-200.0,1.7,75,6.4,41.7,,
462,30.03.04,1:00:00,0.7,1.8,66,11.6,33.6,87.60769668,110.5244216
4758,25.09.04,5:00:00,0.3,0.9,14,15.4,53.7,,
3245,23.07.04,8:00:00,3.8,25.5,120,26.6,42.8,,
4309,06.09.04,22:00:00,1.3,5.8,-200,25.4,35.2,,
4554,16.09.04,13:00:00,2.1,11.7,127,23.3,47.1,,
5145,11.10.04,5:00:00,0.6,3.4,44,18.2,76.9,,
7322,09.01.05,20:00:00,2.6,11.6,153,14.7,56.6,,
119,15.03.04,21:00:00,4.2,19.9,145,16.7,57.4,45.12697232,55.646201500000004
1747,22.05.04,10:00:00,2.1,11.0,96,23.7,40.0,116.0774399,62.62549076
1745,22.05.04,13:00:00,2.0,12.6,84,27.9,28.1,125.1929754,62.78922775
6557,08.12.04,20:00:00,3.5,14.0,127,14.6,72.1,,
5465,24.10.04,9:00:00,1.4,7.8,59,19.1,70.0,,
5978,14.11.04,17:00:00,0.7,1.8,63,8.2,57.9,,
5137,10.10.04,19:00:00,2.2,8.3,87,21.1,68.3,,
6198,24.11.04,5:00:00,1.0,3.4,66,10.5,77.8,,
6026,16.11.04,20:00:00,3.2,15.8,171,13.4,40.4,,
6739,16.12.04,12:00:00,4.2,-200.0,190,-200.0,-200.0,,
6883,22.12.04,16:00:00,2.8,9.0,147,9.6,29.6,,
4964,03.10.04,9:00:00,-200.0,7.5,-200,21.6,60.8,,
692,08.04.04,13:00:00,2.6,14.2,125,20.4,26.7,156.4556458,154.3055282
908,17.04.04,2:00:00,1.9,6.4,83,12.7,81.2,173.4890811,217.58433190000002
6736,16.12.04,10:00:00,4.6,-200.0,161,-200.0,-200.0,,
3368,29.07.04,2:00:00,-200.0,2.6,33,25.7,30.9,,
3679,11.08.04,3:00:00,0.5,3.0,-200,26.9,60.3,,
1079,24.04.04,11:00:00,2.6,14.4,114,26.8,29.5,187.2636213,203.7618626
606,05.04.04,3:00:00,-200.0,1.1,-200,15.5,56.9,149.773746,146.2697398
4920,01.10.04,12:00:00,3.7,21.1,134,23.5,56.2,,
6403,02.12.04,15:00:00,3.9,19.0,136,19.2,57.9,,
1524,13.05.04,0:00:00,1.6,6.5,96,16.2,50.2,130.4118746,63.31860608
3112,18.07.04,2:00:00,1.1,5.5,64,24.3,38.1,,
5695,03.11.04,4:00:00,-200.0,2.9,37,16.4,74.4,,
7963,05.02.05,19:00:00,1.6,6.2,174,6.4,36.8,,
7873,01.02.05,10:00:00,4.1,17.2,196,4.4,58.8,,
5574,29.10.04,2:00:00,0.6,2.5,43,18.4,73.8,,
7789,29.01.05,7:00:00,0.5,0.9,58,1.6,51.0,,
6530,07.12.04,13:00:00,3.0,18.0,118,18.8,49.3,,
7974,06.02.05,7:00:00,0.7,1.5,88,0.6,53.3,,
4062,27.08.04,7:00:00,2.4,-200.0,68,-200.0,-200.0,,
5976,14.11.04,1:00:00,0.8,1.8,58,11.4,54.6,,
2588,26.06.04,18:00:00,1.5,6.7,78,32.3,30.4,,
5128,10.10.04,6:00:00,1.2,6.3,59,21.3,69.1,,
9321,03.04.05,7:00:00,0.6,1.7,84,8.9,52.7,,
1766,23.05.04,11:00:00,0.9,4.5,53,26.7,28.1,130.40341659999999,66.9211247
6092,19.11.04,13:00:00,3.6,15.2,188,17.3,55.4,,
5828,08.11.04,23:00:00,-200.0,7.4,-200,7.9,61.4,,
1349,05.05.04,8:00:00,-200.0,22.0,-200,16.4,70.8,38.66797755,167.5362289
6709,15.12.04,15:00:00,4.0,-200.0,183,-200.0,-200.0,,
8902,16.03.05,18:00:00,3.5,17.5,193,24.1,20.6,,
627,05.04.04,19:00:00,3.9,18.0,121,18.8,47.5,136.20797240000002,161.0998745
7712,26.01.05,2:00:00,-200.0,0.4,30,3.9,50.9,,
2327,15.06.04,12:00:00,2.8,15.7,118,32.8,23.3,,
469,30.03.04,6:00:00,1.1,5.3,98,11.3,40.3,71.34369561,119.7806437
3156,20.07.04,16:00:00,-200.0,10.4,101,41.4,14.2,,
5482,25.10.04,1:00:00,1.4,7.2,56,16.9,75.4,,
3099,17.07.04,10:00:00,2.2,12.9,138,30.9,26.9,,
6354,30.11.04,15:00:00,2.2,10.1,109,15.3,54.3,,
1438,09.05.04,0:00:00,-200.0,7.1,-200,13.7,60.3,113.3514313,69.26870608
7480,16.01.05,21:00:00,1.5,4.3,157,7.7,39.0,,
7329,10.01.05,3:00:00,0.9,2.1,-200,12.8,71.2,,
6322,29.11.04,6:00:00,1.4,5.7,78,8.7,84.2,,
4869,29.09.04,17:00:00,4.0,21.6,188,27.2,26.3,,
7840,31.01.05,14:00:00,2.7,11.7,194,13.2,17.3,,
4752,24.09.04,12:00:00,3.7,22.3,143,26.2,46.0,,
4822,27.09.04,21:00:00,2.4,11.3,128,18.1,39.9,,
933,18.04.04,21:00:00,-200.0,8.7,-200,15.8,60.4,181.4279831,203.1569305
198,19.03.04,5:00:00,0.5,1.3,28,12.5,66.8,24.16018683,50.80688871
582,04.04.04,5:00:00,-200.0,3.0,-200,13.7,66.5,74.77175768,106.8297122
2317,15.06.04,22:00:00,2.0,10.1,101,23.9,40.9,,
9317,02.04.05,0:00:00,1.5,5.8,174,13.1,32.0,,
2353,16.06.04,20:00:00,3.5,17.2,139,26.5,35.0,,
6299,28.11.04,8:00:00,1.0,2.6,74,8.6,77.2,,
1207,30.04.04,4:00:00,-200.0,4.0,56,15.4,78.5,56.26596943,168.2136334
5063,07.10.04,7:00:00,-200.0,19.4,-200,19.7,66.4,,
7112,01.01.05,10:00:00,1.2,4.7,97,4.7,57.2,,
9210,29.03.05,12:00:00,2.4,12.1,134,18.1,58.3,,
4873,29.09.04,8:00:00,4.2,28.0,122,15.1,59.0,,
1704,20.05.04,18:00:00,4.1,23.7,168,27.7,24.8,115.75721999999999,70.81421221
3968,23.08.04,3:00:00,-200.0,2.4,-200,21.2,53.3,,
5517,26.10.04,13:00:00,4.0,23.6,157,24.6,47.1,,
5234,14.10.04,17:00:00,-200.0,12.4,-200,19.7,56.6,,
5813,07.11.04,1:00:00,2.0,8.4,87,17.5,60.7,,
4290,05.09.04,3:00:00,0.9,4.2,-200,27.1,33.3,,
5300,17.10.04,12:00:00,-200.0,6.8,-200,21.6,39.9,,
629,05.04.04,8:00:00,-200.0,25.8,-200,14.5,58.8,120.85267040000001,145.2941701
7831,31.01.05,5:00:00,0.4,0.3,37,3.4,38.9,,
3235,23.07.04,22:00:00,1.7,11.0,86,29.0,36.6,,
8192,15.02.05,2:00:00,0.6,1.3,56,8.0,32.9,,
3178,21.07.04,2:00:00,-200.0,5.8,63,25.8,43.1,,
8627,05.03.05,15:00:00,1.5,5.9,132,13.5,28.3,,
6300,28.11.04,4:00:00,1.0,3.1,55,10.3,74.9,,
4546,16.09.04,22:00:00,1.9,9.6,-200,21.4,54.8,,
5631,31.10.04,14:00:00,1.5,7.5,62,22.9,65.7,,
2279,13.06.04,17:00:00,0.8,3.0,59,21.7,42.7,,
6835,20.12.04,12:00:00,2.5,4.5,105,9.6,53.9,,
2113,06.06.04,19:00:00,1.3,6.6,88,23.7,36.8,,
2048,04.06.04,2:00:00,-200.0,4.5,-200,21.0,50.1,,
1442,09.05.04,23:00:00,-200.0,8.8,-200,13.8,62.1,127.8557,67.47864915
424,28.03.04,15:00:00,1.4,4.8,65,18.0,27.3,89.8189125,103.3663311
7275,07.01.05,16:00:00,3.8,16.5,180,13.3,56.2,,
3855,18.08.04,10:00:00,-200.0,5.7,-200,34.6,28.3,,
7177,03.01.05,14:00:00,1.6,-200.0,102,-200.0,-200.0,,
8446,25.02.05,0:00:00,2.5,8.1,202,5.3,84.1,,
230,20.03.04,16:00:00,1.6,6.7,76,19.5,42.3,21.4422824,58.45021535
9167,27.03.05,21:00:00,1.9,6.0,115,14.1,81.4,,
2524,23.06.04,19:00:00,4.4,24.2,166,30.2,29.0,,
2657,29.06.04,20:00:00,2.6,14.3,120,31.9,38.4,,
3610,08.08.04,14:00:00,0.6,2.6,30,31.6,38.9,,
3351,28.07.04,11:00:00,-200.0,10.4,91,34.2,15.8,,
3921,21.08.04,12:00:00,-200.0,3.1,-200,32.4,26.3,,
1202,29.04.04,18:00:00,5.4,28.6,145,20.2,48.6,52.37619909,162.1148834
4637,19.09.04,19:00:00,4.4,20.4,188,27.5,38.1,,
1715,21.05.04,6:00:00,0.7,7.0,62,14.9,54.7,112.6612586,70.45407405
544,02.04.04,13:00:00,3.0,16.1,130,23.6,31.3,73.72950942,101.91131850000001
6471,05.12.04,10:00:00,1.0,3.1,66,12.9,64.7,,
1671,19.05.04,21:00:00,2.0,9.3,118,20.8,41.8,118.68062079999999,67.07407004
1959,31.05.04,23:00:00,0.6,6.5,59,17.8,80.3,,
9029,21.03.05,9:00:00,6.1,31.0,174,14.7,59.8,,
3412,30.07.04,9:00:00,-200.0,22.0,160,26.8,46.6,,
2594,26.06.04,19:00:00,1.9,9.2,98,30.5,33.9,,
6079,19.11.04,23:00:00,2.6,4.0,110,12.8,14.8,,
9144,26.03.05,17:00:00,2.2,10.7,112,24.3,38.4,,
3632,09.08.04,17:00:00,1.5,-200.0,75,-200.0,-200.0,,
272,22.03.04,4:00:00,-200.0,0.8,27,16.1,55.9,26.75097366,53.18739638
7572,20.01.05,7:00:00,1.0,2.7,104,7.5,55.3,,
4685,21.09.04,8:00:00,7.3,41.2,148,19.6,60.7,,
4048,26.08.04,15:00:00,1.4,-200.0,76,-200.0,-200.0,,
2589,26.06.04,21:00:00,1.4,7.0,83,28.4,39.1,,
5512,26.10.04,7:00:00,3.0,18.7,82,16.2,75.9,,
7464,15.01.05,13:00:00,3.1,15.6,179,8.9,60.8,,
1938,30.05.04,10:00:00,0.4,3.7,64,25.5,25.9,,
5001,05.10.04,1:00:00,-200.0,3.7,-200,19.7,63.4,,
3642,09.08.04,0:00:00,1.2,6.5,57,25.8,60.4,,
3672,10.08.04,22:00:00,1.7,10.2,64,29.5,50.6,,
3722,12.08.04,23:00:00,1.6,8.5,67,27.8,57.4,,
2638,28.06.04,15:00:00,2.0,13.1,129,40.4,20.0,,
1190,29.04.04,10:00:00,2.1,10.9,118,23.8,30.2,171.55175669999997,217.55684219999998
8184,14.02.05,19:00:00,4.2,17.4,212,10.7,19.9,,
2420,19.06.04,2:00:00,0.6,4.3,62,23.8,47.3,,
3695,11.08.04,19:00:00,1.7,10.1,69,33.8,34.5,,
593,04.04.04,22:00:00,-200.0,6.9,-200,15.8,58.8,89.29403658,119.69331799999999
2381,17.06.04,8:00:00,4.8,27.7,125,21.9,49.9,,
3045,15.07.04,21:00:00,2.8,14.7,140,26.7,28.9,,
6462,05.12.04,6:00:00,0.6,1.5,60,12.5,65.9,,
4207,02.09.04,4:00:00,0.6,4.0,65,21.8,54.1,,
1529,13.05.04,13:00:00,2.4,11.1,98,18.2,49.6,118.5193831,69.0833367
7133,01.01.05,18:00:00,4.7,16.6,191,9.0,51.8,,
2474,21.06.04,19:00:00,3.0,16.1,138,26.1,28.3,,
6015,16.11.04,12:00:00,2.6,10.7,189,17.2,22.4,,
7708,25.01.05,19:00:00,1.0,5.8,142,4.3,56.7,,
6366,01.12.04,5:00:00,0.6,2.5,63,8.3,80.4,,
2372,17.06.04,10:00:00,1.9,10.0,125,28.0,36.6,,
2962,12.07.04,22:00:00,1.3,5.2,85,21.3,38.7,,
3799,16.08.04,3:00:00,0.4,1.8,-200,24.8,39.8,,
7618,22.01.05,20:00:00,0.7,12.6,175,11.3,25.7,,
762,11.04.04,22:00:00,1.1,2.9,74,14.5,39.0,139.49232969999997,147.1926459
5040,06.10.04,8:00:00,-200.0,32.0,-200,18.3,67.8,,
2378,17.06.04,18:00:00,3.6,19.4,133,30.7,31.4,,
5426,22.10.04,16:00:00,5.5,27.7,137,26.9,48.6,,
3477,02.08.04,22:00:00,0.3,10.7,98,28.0,46.2,,
8063,09.02.05,1:00:00,0.9,-200.0,100,-200.0,-200.0,,
6559,09.12.04,4:00:00,0.4,0.7,30,14.8,65.5,,
6677,13.12.04,18:00:00,9.9,50.8,269,12.6,55.9,,
6375,01.12.04,22:00:00,1.8,7.1,107,11.1,84.3,,
1069,24.04.04,2:00:00,1.8,9.0,87,16.3,55.3,184.51826730000002,208.2729122
8645,05.03.05,21:00:00,3.2,10.2,199,7.2,69.5,,
282,22.03.04,14:00:00,2.2,11.2,99,21.3,26.1,41.79118437,50.19150689999999
6447,04.12.04,16:00:00,2.5,7.1,107,12.3,87.0,,
4109,28.08.04,23:00:00,-200.0,9.3,-200,25.3,52.9,,
6163,22.11.04,15:00:00,3.1,21.8,239,8.3,49.3,,
2110,06.06.04,4:00:00,1.0,5.2,62,17.1,81.8,,
6640,12.12.04,2:00:00,2.6,10.4,117,6.8,57.8,,
8166,14.02.05,7:00:00,0.7,2.2,104,9.0,37.3,,
9237,30.03.05,12:00:00,1.9,9.6,130,23.6,34.8,,
7415,13.01.05,10:00:00,3.9,15.7,158,9.7,70.1,,
3608,08.08.04,5:00:00,0.6,2.4,29,23.8,61.3,,
417,28.03.04,22:00:00,1.1,3.2,80,11.9,46.5,86.72100093,116.1014264
5116,09.10.04,18:00:00,3.8,21.7,109,27.0,51.2,,
3337,27.07.04,6:00:00,-200.0,6.9,92,23.1,48.8,,
4967,03.10.04,21:00:00,-200.0,10.4,-200,21.9,61.4,,
1421,08.05.04,20:00:00,-200.0,15.4,-200,15.1,51.8,112.4730525,60.43391174
5535,27.10.04,0:00:00,2.0,9.2,80,17.6,80.5,,
2024,03.06.04,5:00:00,-200.0,3.2,58,17.6,67.4,,
820,13.04.04,19:00:00,5.0,21.7,144,14.7,47.0,141.1131574,166.6810513
4148,30.08.04,12:00:00,-200.0,10.1,-200,31.6,34.7,,
4583,17.09.04,13:00:00,2.1,10.7,88,23.4,40.4,,
9116,25.03.05,14:00:00,2.1,15.8,163,21.1,47.8,,
7357,11.01.05,0:00:00,1.8,7.7,116,12.0,71.9,,
4314,06.09.04,13:00:00,1.4,6.0,-200,29.4,28.3,,
5504,26.10.04,3:00:00,1.0,5.5,-200,15.3,79.0,,
7610,21.01.05,9:00:00,5.7,29.0,179,7.9,60.0,,
1,10.03.04,22:00:00,1.6,6.5,116,11.2,59.6,26.90851606,56.55333344
4342,07.09.04,9:00:00,2.1,10.2,64,27.3,38.3,,
5818,08.11.04,2:00:00,0.7,1.7,42,11.1,55.6,,
6701,14.12.04,16:00:00,5.1,27.2,186,16.8,48.4,,
8760,10.03.05,21:00:00,4.2,14.6,229,11.5,35.9,,
5396,21.10.04,16:00:00,3.0,17.7,102,26.5,52.2,,
6421,03.12.04,22:00:00,3.0,12.7,107,14.0,75.7,,
1392,07.05.04,0:00:00,2.3,8.2,102,13.8,64.7,53.80905313,125.90221509999998
7246,06.01.05,22:00:00,1.6,7.3,127,12.0,67.5,,
6759,17.12.04,12:00:00,3.6,-200.0,213,-200.0,-200.0,,
9331,03.04.05,16:00:00,1.3,6.3,132,29.4,10.4,,
6356,30.11.04,21:00:00,4.1,12.4,160,10.7,73.9,,
618,05.04.04,20:00:00,3.1,13.6,116,17.9,49.4,156.0834277,168.2306144
4480,13.09.04,16:00:00,2.3,14.9,128,35.2,25.2,,
7431,14.01.05,0:00:00,2.7,8.8,112,7.6,73.0,,
3031,15.07.04,3:00:00,0.4,3.1,-200,22.0,42.6,,
8462,26.02.05,11:00:00,1.4,3.6,116,9.6,43.5,,
761,11.04.04,20:00:00,1.1,3.4,78,15.6,37.5,134.81190519999998,156.5754339
2735,02.07.04,13:00:00,1.9,12.0,120,36.9,23.3,,
4802,26.09.04,23:00:00,2.3,10.0,114,17.1,47.6,,
4551,16.09.04,14:00:00,1.7,9.8,102,22.9,47.9,,
6943,25.12.04,6:00:00,2.0,8.6,106,8.9,70.5,,
7092,31.12.04,2:00:00,-200.0,3.0,-200,6.7,50.7,,
8152,13.02.05,12:00:00,1.5,5.5,154,16.3,56.6,,
5490,25.10.04,10:00:00,3.2,19.5,114,20.5,60.2,,
2204,10.06.04,13:00:00,2.5,14.1,126,37.9,23.2,,
2992,13.07.04,0:00:00,1.5,7.6,94,19.8,47.7,,
4606,18.09.04,17:00:00,1.5,6.5,100,28.4,28.3,,
3455,01.08.04,19:00:00,1.4,8.0,95,33.1,32.7,,
3958,22.08.04,1:00:00,-200.0,6.4,-200,22.8,49.4,,
3293,25.07.04,0:00:00,1.7,7.9,83,23.7,69.3,,
4196,01.09.04,23:00:00,1.9,11.6,125,25.3,41.7,,
623,05.04.04,17:00:00,3.2,16.3,111,20.3,42.8,143.91615259999998,165.7374946
6105,20.11.04,3:00:00,2.4,2.4,-200,10.4,19.2,,
6382,01.12.04,10:00:00,4.7,19.7,158,10.4,76.0,,
667,07.04.04,10:00:00,1.6,7.4,96,16.1,53.1,140.8919822,142.87098659999998
7348,10.01.05,9:00:00,3.5,21.4,146,13.1,70.2,,
3591,07.08.04,13:00:00,1.1,6.0,64,37.5,24.7,,
2141,07.06.04,19:00:00,4.8,28.9,142,30.3,26.2,,
7337,10.01.05,21:00:00,3.3,14.6,136,13.2,69.1,,
6655,13.12.04,4:00:00,-200.0,2.1,66,6.3,64.6,,
4518,15.09.04,1:00:00,-200.0,2.6,-200,21.4,74.0,,
5184,12.10.04,17:00:00,-200.0,10.9,-200,17.1,54.2,,
4319,06.09.04,20:00:00,1.8,8.5,-200,26.8,33.8,,
297,23.03.04,6:00:00,0.5,1.8,47,9.6,75.4,21.12686857,54.96358554
3304,26.07.04,11:00:00,-200.0,8.1,97,33.9,26.9,,
7554,19.01.05,23:00:00,1.2,3.9,97,8.8,50.9,,
4533,15.09.04,20:00:00,4.4,20.1,135,23.9,58.9,,
3705,12.08.04,5:00:00,0.7,4.2,37,25.8,64.6,,
7950,05.02.05,15:00:00,0.8,3.3,110,9.7,30.8,,
2007,02.06.04,1:00:00,-200.0,7.5,49,19.9,66.4,,
611,05.04.04,0:00:00,-200.0,4.7,-200,14.7,64.4,128.48176740000002,142.9353137
3006,14.07.04,4:00:00,0.5,2.9,59,20.5,42.3,,
7533,18.01.05,12:00:00,4.4,21.4,211,5.1,64.3,,
1361,06.05.04,11:00:00,2.1,9.8,100,18.5,42.8,55.47782144,133.598598
224,20.03.04,6:00:00,0.8,2.5,67,13.6,59.0,44.61755343,57.71682597
919,18.04.04,6:00:00,-200.0,2.3,-200,13.8,72.7,185.7561481,214.23129509999998
1262,02.05.04,12:00:00,1.3,6.2,68,24.3,34.0,33.08445581,126.6223551
5830,08.11.04,22:00:00,-200.0,8.0,-200,8.5,59.7,,
6729,16.12.04,18:00:00,7.5,-200.0,231,-200.0,-200.0,,
2530,24.06.04,12:00:00,1.2,5.0,58,31.9,30.3,,
4860,29.09.04,0:00:00,1.1,5.9,86,17.2,53.9,,
1303,04.05.04,3:00:00,0.4,1.5,-200,15.6,81.0,58.96074522,150.0366762
8141,12.02.05,20:00:00,5.7,26.8,265,11.4,55.4,,
9259,31.03.05,11:00:00,1.2,4.2,118,21.0,36.9,,
3716,12.08.04,21:00:00,1.3,7.5,67,29.3,50.2,,
5369,20.10.04,7:00:00,-200.0,26.1,-200,18.8,73.0,,
5946,13.11.04,18:00:00,1.9,7.5,116,18.3,51.6,,
7994,06.02.05,10:00:00,1.3,4.3,137,4.1,42.9,,
7755,27.01.05,9:00:00,2.4,8.4,204,4.8,41.9,,
8700,08.03.05,13:00:00,1.8,8.1,162,14.0,16.8,,
3500,03.08.04,20:00:00,-200.0,10.3,100,30.1,45.0,,
5215,14.10.04,3:00:00,-200.0,0.8,-200,15.2,54.7,,
3320,27.07.04,5:00:00,-200.0,2.7,37,25.1,42.3,,
6162,22.11.04,13:00:00,3.0,23.5,235,7.8,49.0,,
340,24.03.04,19:00:00,4.5,20.2,134,10.7,67.3,77.32953358,120.1317868
9001,20.03.05,0:00:00,1.9,6.8,151,13.6,63.4,,
5101,09.10.04,0:00:00,1.6,9.9,66,22.3,60.6,,
6436,03.12.04,9:00:00,6.0,29.0,142,13.9,83.9,,
9040,22.03.05,22:00:00,3.0,6.8,101,16.4,57.2,,
159,17.03.04,17:00:00,2.5,12.3,114,28.5,14.9,21.95171991,53.37766315
6913,23.12.04,21:00:00,7.2,26.3,228,6.3,57.9,,
5377,20.10.04,20:00:00,6.0,30.1,130,22.4,67.7,,
8337,21.02.05,2:00:00,0.8,1.2,59,5.7,70.3,,
5061,07.10.04,16:00:00,2.9,15.3,87,28.6,37.6,,
5955,13.11.04,10:00:00,3.1,14.7,164,17.9,54.6,,
426,28.03.04,18:00:00,1.4,4.7,86,15.6,35.0,81.3213365,120.55051509999998
1581,15.05.04,22:00:00,1.6,9.9,97,20.2,34.3,123.76015929999998,60.17916864
3729,13.08.04,16:00:00,0.7,4.3,61,35.0,22.4,,
8590,03.03.05,17:00:00,1.9,7.5,165,6.3,75.7,,
1062,24.04.04,5:00:00,0.7,3.7,65,14.8,57.7,175.3540941,201.1479879
1641,18.05.04,1:00:00,0.4,2.4,59,20.8,32.3,123.77011429999999,63.92908578
4475,13.09.04,23:00:00,1.0,6.9,39,26.0,46.4,,
6768,17.12.04,6:00:00,2.0,-200.0,111,-200.0,-200.0,,
7139,02.01.05,7:00:00,1.0,2.6,83,3.1,68.7,,
7379,12.01.05,7:00:00,1.8,9.3,109,8.8,79.4,,
3060,16.07.04,0:00:00,1.7,10.2,97,24.3,36.3,,
8231,16.02.05,1:00:00,2.5,10.7,193,5.2,44.2,,
4329,07.09.04,4:00:00,0.6,4.4,-200,22.4,47.2,,
6647,12.12.04,20:00:00,3.1,12.4,133,11.3,50.1,,
3630,09.08.04,19:00:00,2.2,-200.0,96,-200.0,-200.0,,
9132,26.03.05,3:00:00,1.2,6.4,89,16.1,71.3,,
8990,20.03.05,15:00:00,0.9,3.6,73,23.1,32.1,,
9201,29.03.05,2:00:00,0.8,2.2,72,13.4,70.4,,
5597,29.10.04,12:00:00,4.2,24.9,116,20.2,86.5,,
4999,05.10.04,3:00:00,-200.0,2.7,-200,17.8,69.8,,
2949,11.07.04,10:00:00,0.6,4.6,57,27.9,33.6,,
1320,04.05.04,9:00:00,3.2,16.2,104,17.7,70.8,36.62528949,161.3997576
992,21.04.04,2:00:00,-200.0,3.2,-200,13.2,61.7,174.0635757,215.94760950000003
6627,11.12.04,11:00:00,2.9,13.5,146,17.4,23.3,,
3824,17.08.04,3:00:00,0.5,2.6,-200,24.3,49.0,,
8599,04.03.05,5:00:00,0.9,2.2,103,4.0,75.2,,
4517,14.09.04,7:00:00,-200.0,27.8,-200,22.0,58.3,,
9224,30.03.05,5:00:00,0.5,2.1,70,10.2,77.9,,
2599,27.06.04,13:00:00,0.8,3.5,56,39.0,15.1,,
7764,28.01.05,23:00:00,1.1,-200.0,91,-200.0,-200.0,,
5467,24.10.04,11:00:00,1.6,8.4,72,24.6,50.4,,
2724,02.07.04,17:00:00,2.1,11.8,174,34.8,19.3,,
7506,17.01.05,13:00:00,3.1,14.5,176,11.1,33.3,,
