,Unnamed: 0,CO,Benzene,NO2,Temperature,Humidity(%),DateTime
7088,4551,1.7,9.8,102,22.9,47.9,2004-09-16 14:00:00
7089,6943,2.0,8.6,106,8.9,70.5,2004-12-25 06:00:00
7091,8152,1.5,5.5,154,16.3,56.6,2005-02-13 12:00:00
7092,5490,3.2,19.5,114,20.5,60.2,2004-10-25 10:00:00
7093,2204,2.5,14.1,126,37.9,23.2,2004-06-10 13:00:00
7094,2992,1.5,7.6,94,19.8,47.7,2004-07-13 00:00:00
7095,4606,1.5,6.5,100,28.4,28.3,2004-09-18 17:00:00
7096,3455,1.4,8.0,95,33.1,32.7,2004-08-01 19:00:00
7098,3293,1.7,7.9,83,23.7,69.3,2004-07-25 00:00:00
7099,4196,1.9,11.6,125,25.3,41.7,2004-09-01 23:00:00
7100,623,3.2,16.3,111,20.3,42.8,2004-04-05 17:00:00
7102,6382,4.7,19.7,158,10.4,76.0,2004-12-01 10:00:00
7103,667,1.6,7.4,96,16.1,53.1,2004-04-07 10:00:00
7104,7348,3.5,21.4,146,13.1,70.2,2005-01-10 09:00:00
7105,3591,1.1,6.0,64,37.5,24.7,2004-08-07 13:00:00
7106,2141,4.8,28.9,142,30.3,26.2,2004-06-07 19:00:00
7107,7337,3.3,14.6,136,13.2,69.1,2005-01-10 21:00:00
7114,7554,1.2,3.9,97,8.8,50.9,2005-01-19 23:00:00
7115,4533,4.4,20.1,135,23.9,58.9,2004-09-15 20:00:00
7116,3705,0.7,4.2,37,25.8,64.6,2004-08-12 05:00:00
7117,7950,0.8,3.3,110,9.7,30.8,2005-02-05 15:00:00
7120,3006,0.5,2.9,59,20.5,42.3,2004-07-14 04:00:00
7121,7533,4.4,21.4,211,5.1,64.3,2005-01-18 12:00:00
7122,1361,2.1,9.8,100,18.5,42.8,2004-05-06 11:00:00
7125,1262,1.3,6.2,68,24.3,34.0,2004-05-02 12:00:00
7128,2530,1.2,5.0,58,31.9,30.3,2004-06-24 12:00:00
7129,4860,1.1,5.9,86,17.2,53.9,2004-09-29 00:00:00
7131,8141,5.7,26.8,265,11.4,55.4,2005-02-12 20:00:00
7133,3716,1.3,7.5,67,29.3,50.2,2004-08-12 21:00:00
7135,5946,1.9,7.5,116,18.3,51.6,2004-11-13 18:00:00
7136,7994,1.3,4.3,137,4.1,42.9,2005-02-06 10:00:00
7137,7755,2.4,8.4,204,4.8,41.9,2005-01-27 09:00:00
7138,8700,1.8,8.1,162,14.0,16.8,2005-03-08 13:00:00
7142,6162,3.0,23.5,235,7.8,49.0,2004-11-22 13:00:00
7144,9001,1.9,6.8,151,13.6,63.4,2005-03-20 00:00:00
7145,5101,1.6,9.9,66,22.3,60.6,2004-10-09 00:00:00
7146,6436,6.0,29.0,142,13.9,83.9,2004-12-03 09:00:00
7147,9040,3.0,6.8,101,16.4,57.2,2005-03-22 22:00:00
7149,6913,7.2,26.3,228,6.3,57.9,2004-12-23 21:00:00
7150,5377,6.0,30.1,130,22.4,67.7,2004-10-20 20:00:00
7151,8337,0.8,1.2,59,5.7,70.3,2005-02-21 02:00:00
7152,5061,2.9,15.3,87,28.6,37.6,2004-10-07 16:00:00
7153,5955,3.1,14.7,164,17.9,54.6,2004-11-13 10:00:00
7155,1581,1.6,9.9,97,20.2,34.3,2004-05-15 22:00:00
7156,3729,0.7,4.3,61,35.0,22.4,2004-08-13 16:00:00
7157,8590,1.9,7.5,165,6.3,75.7,2005-03-03 17:00:00
7158,1062,0.7,3.7,65,14.8,57.7,2004-04-24 05:00:00
7159,1641,0.4,2.4,59,20.8,32.3,2004-05-18 01:00:00
7160,4475,1.0,6.9,39,26.0,46.4,2004-09-13 23:00:00
7162,7139,1.0,2.6,83,3.1,68.7,2005-01-02 07:00:00
7163,7379,1.8,9.3,109,8.8,79.4,2005-01-12 07:00:00
7164,3060,1.7,10.2,97,24.3,36.3,2004-07-16 00:00:00
7165,8231,2.5,10.7,193,5.2,44.2,2005-02-16 01:00:00
7167,6647,3.1,12.4,133,11.3,50.1,2004-12-12 20:00:00
7169,9132,1.2,6.4,89,16.1,71.3,2005-03-26 03:00:00
7170,8990,0.9,3.6,73,23.1,32.1,2005-03-20 15:00:00
7171,9201,0.8,2.2,72,13.4,70.4,2005-03-29 02:00:00
7172,5597,4.2,24.9,116,20.2,86.5,2004-10-29 12:00:00
7174,2949,0.6,4.6,57,27.9,33.6,2004-07-11 10:00:00
7175,1320,3.2,16.2,104,17.7,70.8,2004-05-04 09:00:00
7177,6627,2.9,13.5,146,17.4,23.3,2004-12-11 11:00:00
7179,8599,0.9,2.2,103,4.0,75.2,2005-03-04 05:00:00
7181,9224,0.5,2.1,70,10.2,77.9,2005-03-30 05:00:00
7182,2599,0.8,3.5,56,39.0,15.1,2004-06-27 13:00:00
7184,5467,1.6,8.4,72,24.6,50.4,2004-10-24 11:00:00
7185,2724,2.1,11.8,174,34.8,19.3,2004-07-02 17:00:00
7186,7506,3.1,14.5,176,11.1,33.3,2005-01-17 13:00:00
7187,1650,2.0,12.5,106,30.6,20.2,2004-05-18 14:00:00
7188,7912,2.0,10.2,157,15.7,34.5,2005-02-03 16:00:00
7190,8182,2.3,11.9,185,11.8,23.0,2005-02-14 18:00:00
7192,8569,2.8,12.4,169,-0.5,45.9,2005-03-02 09:00:00
7195,1792,0.5,2.8,69,16.5,36.2,2004-05-24 06:00:00
7196,4868,3.1,15.8,148,25.5,34.8,2004-09-29 13:00:00
7198,3735,0.8,4.2,71,36.3,27.4,2004-08-13 13:00:00
7199,3715,1.5,7.9,79,30.3,45.1,2004-08-12 20:00:00
7200,3071,2.4,15.8,102,20.5,47.7,2004-07-16 07:00:00
7202,8273,1.4,5.3,163,11.2,36.2,2005-02-18 11:00:00
7203,2882,4.5,24.6,192,33.6,26.4,2004-07-08 20:00:00
7205,8216,1.5,6.0,137,8.5,36.3,2005-02-16 14:00:00
7207,7462,3.0,11.1,151,5.2,70.0,2005-01-15 23:00:00
7208,4800,2.7,10.3,95,23.1,27.0,2004-09-26 17:00:00
7210,2133,2.5,16.0,127,33.7,21.3,2004-06-07 14:00:00
7211,2222,1.5,10.4,96,24.7,39.3,2004-06-11 00:00:00
7212,5510,2.1,9.8,95,21.0,57.4,2004-10-26 21:00:00
7213,2136,2.6,15.4,90,19.9,49.4,2004-06-07 07:00:00
7214,1301,4.7,26.5,109,16.9,66.1,2004-05-03 08:00:00
7215,5959,0.2,0.2,21,10.2,41.9,2004-11-14 07:00:00
7216,8290,1.1,2.9,114,12.4,34.9,2005-02-19 15:00:00
7218,6894,1.1,1.6,77,4.0,50.4,2004-12-23 05:00:00
7219,7722,0.2,3.5,122,4.3,49.7,2005-01-26 13:00:00
7222,2798,1.8,10.7,98,28.8,32.8,2004-07-05 21:00:00
7224,4678,4.4,20.0,173,24.8,49.0,2004-09-21 20:00:00
7228,7975,0.6,1.3,94,0.8,52.8,2005-02-06 08:00:00
7230,6816,3.4,14.0,148,4.8,81.4,2004-12-19 15:00:00
7231,4888,1.7,10.7,91,21.1,64.7,2004-09-30 23:00:00
7232,8772,0.2,4.5,117,3.8,59.7,2005-03-11 07:00:00
7233,8781,1.5,12.1,172,17.8,33.3,2005-03-11 13:00:00
7234,4671,2.4,11.9,123,23.6,53.6,2004-09-21 21:00:00
7235,9184,1.4,3.7,98,24.7,35.6,2005-03-28 16:00:00
7236,6770,1.4,5.7,106,12.6,74.3,2004-12-17 23:00:00
7237,8609,3.6,13.3,183,10.8,48.1,2005-03-04 18:00:00
7238,7747,1.3,4.3,115,4.0,43.1,2005-01-27 23:00:00
7239,4605,1.6,7.6,79,27.6,28.7,2004-09-18 13:00:00
7240,7372,4.7,24.5,162,12.9,61.5,2005-01-11 20:00:00
7242,5650,1.9,9.8,62,20.3,71.1,2004-11-01 09:00:00
7243,1288,1.5,11.2,74,30.9,19.7,2004-05-03 15:00:00
7244,8537,1.0,2.4,116,0.6,34.1,2005-03-01 22:00:00
7246,7389,3.5,16.5,191,11.8,65.5,2005-01-12 11:00:00
7248,5477,5.2,24.3,127,21.7,62.9,2004-10-24 19:00:00
7249,8960,0.9,2.2,80,12.2,66.9,2005-03-19 04:00:00
7250,5491,3.5,19.1,87,18.5,73.4,2004-10-25 21:00:00
7251,6570,1.7,5.7,105,14.8,48.4,2004-12-09 17:00:00
7253,4383,1.5,11.3,111,27.4,31.5,2004-09-09 22:00:00
7254,808,1.7,7.7,88,16.3,41.8,2004-04-13 16:00:00
7255,4613,2.5,12.1,116,22.2,47.9,2004-09-18 23:00:00
7256,6650,4.6,16.4,169,11.6,51.2,2004-12-12 19:00:00
7259,2226,2.9,16.1,140,27.2,22.5,2004-06-11 21:00:00
7260,5495,3.8,23.1,117,21.5,60.9,2004-10-25 14:00:00
7262,2184,3.4,19.3,165,30.1,32.8,2004-06-09 10:00:00
7265,2729,2.8,14.2,154,29.5,23.8,2004-07-02 20:00:00
7266,8505,0.3,0.4,28,3.8,48.0,2005-02-28 04:00:00
7268,9192,1.6,6.1,120,15.2,65.8,2005-03-28 22:00:00
7269,9033,0.7,2.5,88,10.9,69.2,2005-03-22 06:00:00
7270,6407,4.7,22.0,127,15.1,74.3,2004-12-02 22:00:00
7272,2779,1.0,5.4,58,33.9,26.2,2004-07-04 11:00:00
7273,5944,1.3,5.0,88,15.6,61.7,2004-11-13 04:00:00
7274,7404,2.0,7.5,107,8.8,71.0,2005-01-13 22:00:00
7276,1637,3.4,17.8,125,23.5,20.8,2004-05-17 19:00:00
7277,3200,1.0,5.4,70,23.8,55.4,2004-07-22 04:00:00
7279,6387,5.6,25.7,171,12.7,77.1,2004-12-01 16:00:00
7280,6983,1.4,5.8,99,13.6,68.9,2004-12-26 16:00:00
7281,8557,0.7,3.5,110,-1.3,47.5,2005-03-02 07:00:00
7282,6414,0.7,2.5,74,13.9,85.1,2004-12-03 05:00:00
7283,8787,3.8,22.8,231,12.9,48.8,2005-03-11 20:00:00
7284,2263,0.5,1.7,52,20.8,40.7,2004-06-13 09:00:00
7285,2753,1.1,7.1,82,38.0,16.8,2004-07-03 16:00:00
7286,6286,4.0,17.6,170,15.8,70.5,2004-11-27 12:00:00
7287,5899,3.2,13.7,186,12.2,75.7,2004-11-11 16:00:00
7288,2466,1.3,7.4,80,20.9,48.9,2004-06-21 23:00:00
7289,7843,3.1,12.8,261,11.9,18.6,2005-01-31 12:00:00
7290,2990,1.7,8.8,90,28.3,21.3,2004-07-13 16:00:00
7292,5431,0.7,4.6,43,18.1,72.1,2004-10-23 05:00:00
7293,4015,1.3,6.3,77,27.0,30.0,2004-08-25 21:00:00
7294,6061,2.7,8.2,167,8.8,65.5,2004-11-18 00:00:00
7295,5635,1.6,11.6,62,23.2,63.9,2004-10-31 15:00:00
7296,5800,0.8,2.4,57,9.9,71.4,2004-11-07 23:00:00
7297,3819,2.0,10.6,110,33.4,20.1,2004-08-16 10:00:00
7298,751,0.7,2.9,49,7.7,70.7,2004-04-11 05:00:00
7299,7453,2.4,7.5,128,4.9,80.1,2005-01-15 01:00:00
7300,8265,1.0,2.1,82,6.3,49.6,2005-02-18 02:00:00
7301,4718,2.1,10.3,109,24.1,50.7,2004-09-23 22:00:00
7302,6312,3.3,12.1,121,10.4,75.4,2004-11-28 22:00:00
7305,5795,0.7,1.9,58,15.5,42.4,2004-11-07 09:00:00
7306,2973,2.8,10.9,112,23.3,34.5,2004-07-12 20:00:00
7307,8869,1.5,5.2,140,12.2,65.0,2005-03-15 00:00:00
7308,3687,1.3,5.8,47,38.0,30.7,2004-08-11 13:00:00
7309,7616,0.1,8.6,148,13.4,27.2,2005-01-22 18:00:00
7311,4799,2.2,7.8,99,21.5,31.4,2004-09-26 18:00:00
7313,2597,2.7,15.1,117,27.2,42.5,2004-06-26 23:00:00
7314,7936,1.2,5.1,147,5.1,65.4,2005-02-04 01:00:00
7316,9103,0.8,3.3,87,13.7,82.0,2005-03-25 05:00:00
7317,9126,1.3,5.1,85,23.7,39.4,2005-03-26 14:00:00
7318,6908,4.1,16.3,210,9.1,36.1,2004-12-23 13:00:00
7319,8699,1.9,7.4,191,13.7,17.4,2005-03-08 12:00:00
7320,1520,0.4,1.7,49,16.2,53.7,2004-05-13 05:00:00
7322,1239,1.5,6.5,73,17.7,62.0,2004-05-01 08:00:00
7324,7871,3.7,18.8,181,9.5,47.2,2005-02-01 13:00:00
7326,7242,1.5,6.4,111,16.3,51.9,2005-01-06 15:00:00
7327,8721,1.0,3.2,117,4.6,53.5,2005-03-09 02:00:00
7328,8878,3.1,13.2,181,19.1,36.7,2005-03-15 11:00:00
7329,7667,0.3,3.6,107,6.6,43.2,2005-01-24 21:00:00
7330,3130,0.3,4.1,75,21.2,46.3,2004-07-19 05:00:00
7331,6443,1.9,5.6,93,13.5,78.3,2004-12-04 23:00:00
7332,6534,1.0,3.1,69,12.0,71.9,2004-12-08 05:00:00
7334,5572,5.0,26.6,139,21.3,61.9,2004-10-28 16:00:00
7335,6238,3.1,15.4,137,13.3,50.9,2004-11-25 19:00:00
7336,6644,2.7,11.3,128,14.4,35.3,2004-12-12 12:00:00
7337,2230,2.0,13.3,110,37.2,18.2,2004-06-11 13:00:00
7339,6257,4.3,23.1,137,10.0,75.0,2004-11-26 08:00:00
7341,8470,1.7,5.2,122,2.3,75.1,2005-02-26 04:00:00
7342,4730,3.2,21.6,112,21.3,63.5,2004-09-23 07:00:00
7344,4732,4.9,26.1,189,29.0,40.5,2004-09-23 18:00:00
7345,7440,4.1,17.7,147,8.0,71.9,2005-01-14 10:00:00
7347,6252,2.3,9.7,117,9.1,65.7,2004-11-26 01:00:00
7350,5418,2.4,16.5,83,24.4,55.4,2004-10-22 12:00:00
7352,6624,2.6,12.5,133,17.8,23.6,2004-12-11 12:00:00
7353,6478,2.0,4.6,103,12.1,75.5,2004-12-05 19:00:00
7354,8137,4.5,20.4,231,10.1,59.9,2005-02-12 23:00:00
7355,3101,2.4,11.8,120,26.8,29.9,2004-07-17 23:00:00
7356,6185,4.5,24.0,139,9.5,77.9,2004-11-23 08:00:00
7357,9213,2.7,12.3,153,18.3,57.9,2005-03-29 15:00:00
7359,5108,3.3,16.2,94,29.0,43.9,2004-10-09 13:00:00
7360,6269,10.1,45.2,255,15.5,62.8,2004-11-26 18:00:00
7361,9048,3.1,15.7,166,20.2,42.1,2005-03-22 11:00:00
7365,6136,1.1,8.7,174,13.3,24.3,2004-11-21 14:00:00
7368,7516,8.7,37.2,225,7.8,48.1,2005-01-17 19:00:00
7370,1305,0.6,2.2,48,16.1,80.0,2004-05-04 02:00:00
7371,6549,2.3,7.2,107,13.8,77.3,2004-12-08 23:00:00
7372,1470,0.2,1.6,43,14.3,61.9,2004-05-11 02:00:00
7373,6503,3.2,13.2,135,18.5,52.9,2004-12-06 11:00:00
7375,8579,1.4,4.9,150,5.3,69.2,2005-03-03 13:00:00
7376,2942,0.6,4.7,63,33.0,17.7,2004-07-11 16:00:00
7377,8312,0.7,1.5,81,8.0,53.8,2005-02-20 08:00:00
7378,7116,1.7,5.4,113,6.8,48.6,2005-01-01 11:00:00
7379,6616,2.0,9.2,138,14.6,24.6,2004-12-11 19:00:00
7380,8797,0.4,3.9,145,10.2,55.8,2005-03-12 01:00:00
7381,1742,1.8,10.5,87,29.2,27.0,2004-05-22 15:00:00
7382,1453,1.7,9.6,95,15.8,56.2,2004-05-10 22:00:00
7383,1222,3.4,19.9,103,18.7,57.6,2004-04-30 08:00:00
7384,2272,0.6,2.4,49,22.4,39.0,2004-06-13 15:00:00
7386,4036,2.9,15.6,107,28.1,47.4,2004-08-25 09:00:00
7387,9214,2.6,13.4,151,17.1,61.5,2005-03-29 19:00:00
7388,8649,0.6,0.8,48,5.8,65.0,2005-03-06 05:00:00
7389,2343,2.4,13.4,98,22.5,45.3,2004-06-16 23:00:00
7390,1266,1.4,6.9,77,17.7,56.4,2004-05-02 09:00:00
7392,8620,3.7,16.8,167,3.7,74.4,2005-03-04 08:00:00
7393,4835,1.0,4.9,85,17.1,46.8,2004-09-28 00:00:00
7394,8994,1.1,4.1,91,22.1,34.5,2005-03-20 16:00:00
7395,2157,2.9,16.9,149,31.4,28.6,2004-06-08 11:00:00
7397,2161,3.5,19.0,171,28.1,35.2,2004-06-08 10:00:00
7398,878,2.0,7.1,108,13.7,66.8,2004-04-16 00:00:00
7399,8910,0.5,1.4,69,9.8,61.8,2005-03-17 05:00:00
7401,4349,3.4,22.0,73,25.8,41.9,2004-09-07 08:00:00
7402,2368,1.7,8.7,94,25.2,43.0,2004-06-17 22:00:00
7403,6556,2.7,11.2,113,17.3,53.9,2004-12-08 13:00:00
7404,7753,2.1,7.7,170,5.7,33.9,2005-01-27 18:00:00
7405,4901,6.5,35.9,188,25.4,47.9,2004-09-30 17:00:00
7406,821,3.9,19.1,130,11.0,64.2,2004-04-13 07:00:00
7407,6602,3.5,14.5,151,12.8,21.7,2004-12-10 20:00:00
7408,6579,1.9,5.5,100,14.2,71.7,2004-12-09 00:00:00
7409,763,1.1,3.5,76,15.5,36.7,2004-04-11 21:00:00
7411,3700,1.8,9.7,58,29.8,51.1,2004-08-11 09:00:00
7412,3128,0.1,2.9,50,22.2,42.8,2004-07-19 04:00:00
7413,1775,1.1,5.8,65,25.3,36.3,2004-05-23 19:00:00
7414,7264,2.2,11.0,128,10.2,61.5,2005-01-07 11:00:00
7415,1743,1.8,11.6,91,25.6,32.5,2004-05-22 11:00:00
7416,4622,1.4,7.1,81,20.6,53.2,2004-09-19 01:00:00
7417,7291,3.4,13.0,137,5.4,82.6,2005-01-08 00:00:00
7418,6521,3.2,13.3,116,15.2,58.4,2004-12-07 19:00:00
7419,2089,1.7,9.0,89,30.4,31.3,2004-06-05 17:00:00
7421,2562,2.1,11.7,111,36.2,18.6,2004-06-25 16:00:00
7422,8672,0.5,0.8,59,5.2,54.5,2005-03-07 06:00:00
7423,8731,2.3,10.5,194,14.5,33.4,2005-03-09 12:00:00
7426,5428,6.8,35.1,135,23.3,58.1,2004-10-22 19:00:00
7427,2235,4.0,21.5,148,25.6,35.8,2004-06-11 09:00:00
7431,2910,0.5,4.4,59,32.4,18.0,2004-07-10 16:00:00
7433,5658,3.2,14.7,86,20.4,71.6,2004-11-01 21:00:00
7434,3584,0.7,3.4,45,24.4,58.6,2004-08-07 02:00:00
7435,7387,3.6,15.2,158,10.7,70.9,2005-01-12 22:00:00
7436,8525,1.6,3.8,150,4.0,50.0,2005-02-28 00:00:00
7437,6989,3.5,14.0,146,12.3,75.4,2004-12-26 19:00:00
7438,5132,1.6,5.9,73,21.0,76.8,2004-10-10 13:00:00
7440,8224,0.9,5.1,140,3.6,51.7,2005-02-16 06:00:00
7441,7956,0.9,3.8,147,9.0,34.5,2005-02-05 11:00:00
7443,4027,1.1,6.4,78,23.6,54.2,2004-08-25 06:00:00
7444,1490,4.6,29.9,140,24.4,31.6,2004-05-11 18:00:00
7448,7933,1.6,5.8,174,6.3,45.8,2005-02-04 22:00:00
7449,8331,1.7,6.1,169,8.5,45.8,2005-02-20 01:00:00
7450,7488,1.4,5.4,118,3.9,67.1,2005-01-16 07:00:00
7451,2212,4.8,25.9,206,35.8,22.1,2004-06-10 18:00:00
7452,3803,0.8,3.8,57,38.4,16.4,2004-08-16 15:00:00
7453,8305,2.5,10.0,202,10.9,34.9,2005-02-19 19:00:00
7456,4017,0.7,4.4,50,23.3,55.5,2004-08-25 05:00:00
7459,8241,1.2,2.8,106,7.1,47.9,2005-02-17 23:00:00
7462,5965,0.3,0.7,26,9.8,51.3,2004-11-14 04:00:00
7463,8806,0.2,5.8,109,12.6,58.5,2005-03-12 09:00:00
7464,6112,1.5,10.4,141,14.7,15.5,2004-11-20 13:00:00
7466,3614,0.8,3.6,45,32.2,40.3,2004-08-08 13:00:00
7468,6459,2.8,13.7,90,12.3,79.0,2004-12-04 08:00:00
7469,7700,0.3,2.8,106,3.5,60.3,2005-01-25 21:00:00
7470,9131,1.6,7.2,111,16.5,63.8,2005-03-26 23:00:00
7471,2565,2.6,13.8,130,25.0,28.7,2004-06-25 22:00:00
7472,7723,0.3,3.3,136,3.3,50.2,2005-01-26 08:00:00
7473,5596,5.5,26.1,163,19.7,82.2,2004-10-29 14:00:00
7475,6976,1.0,3.5,112,11.5,72.6,2004-12-26 11:00:00
7476,8466,2.8,4.5,117,9.9,43.5,2005-02-26 13:00:00
7479,7437,3.4,16.9,143,11.9,59.1,2005-01-14 16:00:00
7480,6321,1.0,3.9,69,16.0,61.6,2004-11-29 23:00:00
7481,9166,1.8,4.9,126,14.4,80.8,2005-03-27 17:00:00
7482,5925,2.0,8.7,118,17.4,55.8,2004-11-12 13:00:00
7483,6691,1.7,8.7,111,6.0,76.7,2004-12-14 07:00:00
7484,818,4.6,21.5,134,15.3,46.8,2004-04-13 18:00:00
7486,6291,4.6,19.4,174,16.3,68.7,2004-11-27 15:00:00
7489,3577,2.6,15.6,117,29.3,48.4,2004-08-06 11:00:00
7491,7414,3.3,13.0,129,9.5,71.3,2005-01-13 21:00:00
7492,5579,1.7,6.7,103,18.9,70.4,2004-10-29 20:00:00
7494,2571,2.6,14.8,104,21.5,51.8,2004-06-25 07:00:00
7495,7993,1.4,5.0,172,3.1,47.1,2005-02-06 02:00:00
7496,3234,1.8,11.2,120,37.3,22.9,2004-07-23 11:00:00
7498,6483,2.4,6.3,103,13.0,79.2,2004-12-05 00:00:00
7499,8373,1.5,6.7,178,3.4,84.5,2005-02-22 07:00:00
7500,6066,3.6,13.8,208,18.3,50.0,2004-11-18 13:00:00
7502,2519,3.2,19.0,110,21.7,49.6,2004-06-23 08:00:00
7503,7458,2.7,10.6,155,4.5,76.6,2005-01-15 10:00:00
7504,3149,3.4,25.6,142,25.2,38.6,2004-07-19 08:00:00
7505,3091,1.6,8.0,94,37.4,17.0,2004-07-17 18:00:00
7506,8728,1.7,7.6,102,17.6,34.1,2005-03-09 16:00:00
7507,2833,3.4,17.6,162,26.7,39.4,2004-07-06 09:00:00
7511,7442,5.0,24.3,196,10.3,66.3,2005-01-14 17:00:00
7514,5549,4.9,28.5,119,18.0,74.8,2004-10-27 08:00:00
7516,8309,3.1,11.8,231,9.7,39.7,2005-02-19 21:00:00
7517,1341,3.0,14.5,113,17.4,61.1,2004-05-05 12:00:00
7519,8683,1.2,3.2,116,5.4,48.8,2005-03-07 01:00:00
7521,5772,1.6,7.9,73,18.8,59.1,2004-11-06 23:00:00
7522,3641,1.2,7.4,55,23.2,67.5,2004-08-09 06:00:00
7523,7792,1.0,2.2,88,3.7,45.8,2005-01-29 15:00:00
7524,6880,1.8,7.5,120,9.3,37.6,2004-12-22 11:00:00
7525,8544,1.4,5.0,116,1.9,35.0,2005-03-01 18:00:00
7526,7538,4.9,27.7,215,5.0,79.6,2005-01-18 18:00:00
7527,4385,2.0,11.0,136,28.3,30.1,2004-09-09 21:00:00
7528,6643,2.6,9.6,125,10.6,51.2,2004-12-12 21:00:00
7529,2545,3.2,16.8,119,25.4,43.2,2004-06-24 22:00:00
7530,6818,4.5,14.6,170,5.2,83.1,2004-12-19 19:00:00
7531,9196,2.8,9.7,150,22.7,42.4,2005-03-28 18:00:00
7532,1759,0.4,2.2,53,17.9,52.4,2004-05-23 06:00:00
7533,1311,1.3,5.5,81,18.4,65.8,2004-05-04 00:00:00
7534,2126,1.7,8.5,101,22.4,46.9,2004-06-07 23:00:00
7537,5769,1.1,6.3,58,14.0,76.6,2004-11-06 07:00:00
7538,8972,1.9,7.6,156,18.2,45.9,2005-03-19 18:00:00
7539,8745,1.0,3.3,94,4.0,80.9,2005-03-10 04:00:00
7540,8018,2.3,8.2,204,7.8,37.6,2005-02-07 19:00:00
7541,3070,2.1,12.0,142,32.8,25.2,2004-07-16 11:00:00
7543,7842,2.1,7.1,208,5.4,43.5,2005-01-31 22:00:00
7544,9007,0.7,2.0,68,12.2,72.4,2005-03-21 04:00:00
7545,5919,1.5,6.1,107,15.9,59.6,2004-11-12 23:00:00
7546,2745,0.8,6.2,70,37.9,15.0,2004-07-03 15:00:00
7549,1164,1.3,8.0,83,17.4,46.3,2004-04-28 00:00:00
7550,7726,0.2,2.5,90,4.0,56.8,2005-01-26 23:00:00
7554,5564,2.6,14.5,99,21.6,53.6,2004-10-28 13:00:00
7555,5100,1.5,8.9,62,24.9,56.0,2004-10-09 22:00:00
7558,4395,4.3,22.3,175,31.2,25.5,2004-09-09 19:00:00
7559,3875,1.0,5.8,34,37.1,27.2,2004-08-19 14:00:00
7560,3612,0.7,3.0,35,33.0,37.3,2004-08-08 15:00:00
7564,8640,2.1,6.8,164,5.4,65.8,2005-03-05 01:00:00
7566,6905,3.3,12.8,175,11.0,33.0,2004-12-23 15:00:00
7568,7939,1.2,6.4,161,6.0,62.7,2005-02-04 00:00:00
7570,2321,2.3,13.1,118,33.9,21.4,2004-06-15 13:00:00
7573,2852,2.1,15.4,122,30.2,30.9,2004-07-07 23:00:00
7574,1916,0.6,5.1,84,18.0,51.4,2004-05-29 02:00:00
7575,8180,1.1,4.0,109,9.8,61.2,2005-02-14 02:00:00
7576,3724,1.7,11.0,60,26.4,61.7,2004-08-12 07:00:00
7577,2304,1.4,6.3,87,22.4,43.6,2004-06-14 09:00:00
7578,2696,0.9,5.1,50,26.9,49.3,2004-07-01 02:00:00
7579,8665,2.1,5.3,185,8.0,41.2,2005-03-06 20:00:00
7582,7272,4.8,17.7,156,5.8,83.8,2005-01-07 21:00:00
7583,4739,0.5,2.8,55,20.4,63.0,2004-09-24 05:00:00
7584,8345,2.7,7.1,208,5.6,74.0,2005-02-21 21:00:00
7585,676,3.1,15.7,102,15.0,52.0,2004-04-07 08:00:00
7586,1500,0.8,5.2,67,17.6,57.6,2004-05-12 01:00:00
7587,6950,2.8,10.6,138,10.2,67.3,2004-12-25 11:00:00
7588,5160,2.9,19.0,62,19.6,70.3,2004-10-11 07:00:00
7589,7209,2.3,9.2,144,13.2,64.5,2005-01-05 22:00:00
7590,3592,1.2,6.4,57,23.4,64.9,2004-08-07 01:00:00
7591,1625,1.5,8.5,86,26.3,18.9,2004-05-17 14:00:00
7592,9060,1.2,6.1,103,14.0,68.6,2005-03-23 07:00:00
7594,3247,0.8,3.4,34,35.4,32.4,2004-07-24 14:00:00
7595,8571,2.8,11.1,199,5.1,36.4,2005-03-02 21:00:00
7596,6160,2.3,20.1,224,7.3,50.6,2004-11-22 12:00:00
7599,8952,2.9,14.5,141,8.7,61.6,2005-03-18 08:00:00
7601,6787,1.4,5.6,101,13.1,70.5,2004-12-18 01:00:00
7602,1451,1.1,6.4,86,16.0,56.5,2004-05-10 23:00:00
7603,2784,1.3,7.4,87,26.0,35.7,2004-07-04 22:00:00
7604,5543,3.2,16.8,129,20.7,58.6,2004-10-27 12:00:00
7608,6095,5.6,18.3,221,18.3,52.8,2004-11-19 16:00:00
7609,5175,1.1,5.1,54,18.9,60.7,2004-10-12 00:00:00
7610,8633,1.8,7.3,162,13.0,29.7,2005-03-05 16:00:00
7611,6439,1.5,6.5,94,12.4,80.1,2004-12-04 11:00:00
7612,575,3.0,15.2,96,15.1,55.8,2004-04-03 08:00:00
7613,1252,3.7,13.3,129,17.6,58.5,2004-05-01 23:00:00
7615,5865,0.3,0.9,39,6.3,84.8,2004-11-10 06:00:00
7616,541,2.6,13.6,122,27.6,22.8,2004-04-02 16:00:00
7618,669,1.8,9.1,103,18.1,42.2,2004-04-07 13:00:00
7619,2244,0.9,6.6,68,23.5,32.7,2004-06-12 01:00:00
7620,7949,4.0,19.7,306,2.3,70.9,2005-02-04 08:00:00
7621,3139,2.1,15.1,159,36.8,18.0,2004-07-19 11:00:00
7622,2612,1.6,7.9,109,41.4,15.5,2004-06-27 17:00:00
7623,1075,2.6,12.3,107,23.9,33.7,2004-04-24 10:00:00
